class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
G,M,23.0,1,N,N,19591.0,2938.65,12780.3334,N
E,F,63.0,1,N,N,15138.0,2270.7,5982.0,N
E,M,76.0,2,N,N,9777.42315,2244.0999,6644.4666,N
C,F,47.0,0,N,Y,3220.0,966.0,1932.0,Y
C,F,40.0,1,N,N,1363.5,1170.0,0.0,N
E,M,62.0,1,N,N,10793.2,1618.98,6042.008,N
D,M,42.0,0,N,N,7225.4,2167.62,4335.24,Y
D,M,72.0,1,N,N,18404.8666,2760.72999,7352.9146,N
C,M,56.0,0,N,N,3744.1334,1123.24002,2246.48004,Y
F,F,37.0,1,N,N,10078.0,0.0,9195.7,N
F,M,25.0,1,N,N,6980.0,0.0,6682.0,N
G,F,31.0,1,N,N,15926.5334,2388.98001,5395.1416,N
D,F,45.0,1,N,N,4347.8666,0.0,4145.4334,N
D,M,42.0,1,N,Y,12493.9334,1874.09001,6808.3334,N
D,F,57.0,1,N,N,6200.0,0.0,6002.0,N
C,F,83.0,1,N,N,3019.4,0.0,2821.4,N
G,M,61.0,5,N,N,12574.8667,2471.2668,7102.0,N
C,M,79.0,1,N,N,2439.0999,2352.9999,0.0,N
C,M,8.0,1,N,N,2928.7334,0.0,2521.4,N
C,M,61.0,0,Y,N,480.9999,144.29997,288.59994,Y
C,F,59.0,1,N,Y,20865.7,3129.855,10431.323,N
F,F,49.0,2,N,N,15272.0,8423.2668,0.0,N
G,M,30.0,1,N,N,15861.4333,0.0,13511.5866,N
F,F,55.0,1,N,Y,19424.2,2913.63,9811.9006,N
C,M,62.0,0,N,N,9506.6666,2851.99998,5703.99996,Y
C,M,57.0,1,N,N,1487.1,1305.9,0.0,N
E,M,62.0,2,N,N,7805.4,1649.0001,4501.0,N
G,M,62.0,2,N,N,10587.5333,330.0,8899.572,N
E,M,72.0,2,N,N,10466.6,1934.8998,6279.96,N
E,M,54.0,2,N,N,9317.6,2619.3334,6170.9414,N
C,F,42.0,0,N,N,4450.3334,1335.10002,2670.20004,Y
D,M,61.0,1,N,N,12260.0,1839.0,3861.8,N
G,M,51.0,3,N,N,14351.2424,325.2,12721.384,N
G,M,34.0,1,N,N,19349.0,2902.35,12791.0,N
G,F,51.0,3,N,N,43312.6667,4674.2666,16520.254,N
G,M,39.0,1,N,N,17155.0333,0.0,15109.7666,N
C,F,94.0,1,N,Y,1102.2,1002.0,0.0,N
G,M,51.0,1,N,N,19305.4666,2895.81999,13146.8666,N
G,M,51.0,1,Y,Y,11648.9333,1747.339995,5181.1174,N
G,M,28.0,1,N,N,16001.48,0.0,14546.8,N
D,M,27.0,1,N,N,7580.0,1137.0,873.0,N
D,M,66.0,2,N,Y,10777.5334,1616.63001,7186.3,N
G,F,63.0,2,N,Y,10404.2666,1260.6999,5482.0,N
D,F,55.0,1,N,Y,38330.3,5749.545,11910.1334,N
D,M,16.0,1,N,N,5402.0,0.0,4981.8,N
C,M,53.0,1,N,N,1783.5,1632.0,0.0,N
G,F,70.0,1,N,N,17673.6,0.0,16147.4,N
F,F,61.0,4,N,N,17335.8,12112.2992,0.0,N
C,M,82.0,1,N,N,2716.4001,0.0,2419.4001,N
G,F,42.0,1,N,N,13911.3348,0.0,12646.668,N
G,F,13.0,1,N,N,11740.0,0.0,11542.0,N
G,F,60.0,2,N,N,12670.8,276.0,6160.2,N
D,F,42.0,1,N,N,6862.9334,0.0,5830.35,N
C,F,89.0,1,N,N,1869.9999,1725.9999,0.0,N
F,M,25.0,1,N,N,10670.6,1600.59,7658.9666,N
D,F,61.0,1,N,N,9331.9,1399.785,4583.2964,N
D,M,53.0,1,N,N,7370.1334,332.0001,4422.08004,N
G,M,34.0,1,N,N,11745.6,0.0,10211.0,N
D,F,49.0,1,N,N,300.0,90.0,180.0,Y
D,F,71.0,1,N,N,6124.8666,918.72999,3686.6666,N
C,M,101.0,1,N,N,2734.5334,2304.0,0.0,N
D,M,43.0,0,N,N,6732.6,2019.78,4039.56,Y
D,F,65.0,1,N,N,3507.8666,0.0,3309.8666,N
D,F,11.0,1,N,N,3803.2,570.48,2250.4,N
G,M,56.0,1,N,N,28029.4667,4204.420005,10162.8,N
D,M,41.0,1,N,N,10979.1334,1646.87001,6420.7174,N
D,F,51.0,1,N,N,16126.2666,941.0001,6402.0,N
F,M,51.0,1,N,N,6200.0,0.0,6002.0,N
C,M,39.0,1,N,N,2666.6666,0.0,2202.0,N
E,F,37.0,1,N,N,7697.4666,1154.61999,6087.7966,N
C,F,70.0,0,N,N,2892.8,867.84,1735.68,Y
E,M,64.0,2,N,N,13395.8666,467.0001,4839.2,N
D,F,24.0,1,N,N,6204.8,0.0,5965.3666,N
G,M,45.0,1,N,N,14460.1334,2169.02001,7553.4666,N
C,F,70.0,2,N,N,2748.53348,2498.6668,0.0,N
D,M,65.0,1,N,N,7678.6,2167.7334,4607.16,N
G,M,38.0,3,N,N,13648.3,2671.8,10142.0,N
D,M,75.0,1,N,N,8364.3334,422.0001,5018.60004,N
D,F,12.0,1,N,N,5572.0,835.8,2701.0,N
D,F,35.0,1,N,N,6199.7334,0.0,6001.7334,N
G,M,20.0,1,N,N,7839.3334,0.0,6595.2148,N
E,F,47.0,1,N,N,9180.0,0.0,8982.0,N
G,M,45.0,3,N,N,16072.9,2410.935,12402.4,N
E,M,20.0,1,N,N,6666.6666,0.0,6368.6666,N
C,F,79.0,1,N,N,2262.6999,2159.0001,0.0,N
G,F,26.0,1,N,N,12200.9,1830.135,7642.8,N
C,F,77.0,2,N,N,2446.2999,488.4999,1599.75,N
C,M,82.0,1,N,N,1432.5999,1245.9999,0.0,N
D,F,53.0,1,N,N,4330.3334,0.0,3664.4,N
C,M,86.0,1,N,N,2241.6,1838.9001,0.0,N
D,M,68.0,0,N,N,9109.0,2732.7,5465.4,Y
G,M,58.0,3,N,N,14759.9334,602.1,8357.0934,N
F,F,28.0,1,N,N,12326.96674,0.0,11206.3334,N
G,F,23.0,1,N,N,15524.8,2328.72,6619.77,N
E,M,39.0,0,N,N,19601.8,5880.54,11761.08,Y
C,M,73.0,1,N,N,3868.4666,0.0,3525.2,N
C,M,78.0,1,N,N,2369.0001,2276.0001,0.0,N
F,M,25.0,1,N,N,10050.9334,0.0,9852.9334,N
G,M,25.0,3,N,N,8388.3334,0.0,7845.6066,N
C,F,60.0,1,N,N,300.0,90.0,180.0,Y
H,M,30.0,1,N,N,20990.89564,0.0,19082.6324,N
H,M,42.0,2,N,N,21817.62,0.0,19834.2,N
D,F,9.0,1,N,N,5484.0,822.6,2501.2,N
F,F,57.0,2,Y,Y,16777.5334,2516.63001,9356.3376,N
C,M,65.0,2,N,N,2701.6,2456.0,0.0,N
D,F,53.0,1,N,N,4620.0,0.0,4422.0,N
G,M,49.0,2,N,N,10900.6666,1635.09999,6901.6,N
G,F,27.0,1,N,N,11892.4667,1783.870005,9447.0666,N
C,F,73.0,1,N,N,2449.0,0.0,2251.0,N
G,F,46.0,1,N,N,21930.0,6579.0,13158.0,Y
G,F,50.0,1,N,N,11857.4666,1778.61999,7984.2334,N
D,M,78.0,1,N,N,4054.6,608.19,2460.7334,N
E,M,63.0,1,N,N,10230.0,1534.5,4767.6,N
H,F,64.0,2,N,N,26784.7333,4017.709995,8374.3334,N
D,M,78.0,1,N,N,4200.0,0.0,4002.0,N
G,M,59.0,3,N,N,11590.9334,1623.0,8409.2,N
D,M,29.0,2,N,Y,9738.8666,1372.8999,2745.3334,N
C,M,43.0,1,N,N,2296.4001,1899.9,0.0,N
C,M,46.0,1,N,N,1863.6,1719.9999,0.0,N
C,F,22.0,3,Y,Y,68150.1667,10222.52501,10642.9334,N
G,M,44.0,1,N,N,14809.2,2221.38,8517.62,N
E,F,30.0,0,N,N,8089.0,2426.7,4853.4,Y
D,F,43.0,4,N,N,10531.4666,1579.71999,6561.8666,N
G,F,41.0,2,N,N,18967.0667,2845.060005,12446.1414,N
G,M,48.0,3,N,N,20077.8688,1287.0,16965.608,N
C,F,11.0,1,N,N,3270.3,0.0,2973.0,N
D,M,34.0,0,N,N,5744.2,1723.26,3446.52,Y
E,M,35.0,1,N,N,8416.2666,0.0,7484.9334,N
D,F,67.0,1,N,N,4676.9334,0.0,4478.9334,N
C,M,61.0,1,N,N,1744.5,1589.0001,0.0,N
G,F,43.0,1,N,N,19843.6,0.0,16546.4,N
E,M,48.0,1,N,N,11985.2,1797.78,8310.8,N
D,F,7.0,1,N,N,4160.0,0.0,3602.0,N
F,F,27.0,1,N,N,15751.7667,4725.53001,9451.06002,Y
C,M,51.0,1,N,N,3059.46674,2781.3334,0.0,N
D,M,46.0,1,N,Y,15654.1334,2348.12001,10832.5376,N
C,F,44.0,1,N,N,3400.0,0.0,3202.0,N
F,M,60.0,3,N,N,14416.8666,2168.6668,8650.11996,N
G,M,35.0,1,N,N,13686.7334,0.0,11655.4,N
C,M,53.0,3,N,Y,300.0,90.0,180.0,Y
F,M,42.0,3,N,N,17149.2,1054.0002,9979.8534,N
F,F,50.0,2,N,N,14180.0,0.0,13982.0,N
D,F,38.0,1,N,N,5984.8666,0.0,5782.4334,N
C,M,77.0,1,N,N,2905.4666,2882.7334,0.0,N
E,F,39.0,2,N,Y,27492.6333,4123.894995,1105.1001,N
G,F,35.0,1,N,N,10772.0333,3231.60999,6463.21998,Y
C,F,92.0,1,N,N,1922.7,1785.0,0.0,N
C,F,82.0,2,N,N,1082.7,162.405,785.7,N
D,F,16.0,1,N,N,6257.5334,0.0,5769.5334,N
E,M,73.0,1,N,N,13018.8666,1290.6999,7811.31996,N
E,F,43.0,0,N,N,16715.6666,5014.69998,10029.39996,Y
D,F,52.0,2,N,N,8128.4666,0.0,7930.4666,N
G,M,21.0,1,N,N,13152.0,1972.8,9283.8734,N
G,F,38.0,1,N,N,14109.78074,0.0,12827.0734,N
D,M,45.0,1,N,N,9292.7334,0.0,8971.7526,N
E,M,49.0,1,N,Y,6610.2666,0.0,6277.5334,N
F,M,54.0,2,N,N,10858.2,406.7001,10390.4,N
G,M,45.0,2,N,N,18184.8666,438.9,8477.0,N
F,M,70.0,1,N,N,13588.4,2038.26,9393.0,N
G,M,32.0,1,N,N,18654.0333,2798.104995,8411.0,N
D,M,58.0,0,N,N,7723.6,2317.08,4634.16,Y
D,F,69.0,1,N,N,6700.0,0.0,6502.0,N
C,F,66.0,1,N,N,2732.7999,0.0,2265.8001,N
C,M,44.0,0,N,Y,1391.0001,208.650015,1053.0,N
C,F,46.0,1,Y,N,300.0,90.0,180.0,Y
E,M,26.0,1,N,N,10085.6666,1512.84999,4814.564,N
F,M,31.0,0,N,N,10300.0,3090.0,6180.0,Y
C,M,61.0,1,N,Y,300.0,90.0,180.0,Y
C,M,51.0,1,N,N,3200.0,0.0,3002.0,N
D,M,39.0,0,N,N,8318.2,2495.46,4990.92,Y
G,M,24.0,1,N,N,15848.2,2377.23,9410.1362,N
D,M,49.0,1,N,N,3223.6666,0.0,3025.6666,N
G,F,27.0,1,N,N,15935.4666,2390.31999,8551.4,N
G,F,61.0,1,N,N,16371.1334,2455.67001,5147.8174,N
E,F,46.0,1,N,N,10048.0,1507.2,4501.8,N
E,M,74.0,1,N,N,4080.0,0.0,3882.0,N
C,M,48.0,1,N,N,1948.1001,1813.1001,0.0,N
D,F,52.0,1,N,N,6200.0,0.0,6002.0,N
C,M,53.0,1,N,N,918.9,681.0,0.0,N
D,F,76.0,1,N,N,5018.2,752.73,2344.3334,N
C,F,83.0,1,N,N,1336.4001,1140.0,0.0,N
F,M,43.0,2,N,N,10206.8667,1598.4999,6682.4,N
G,F,25.0,1,N,N,21818.3667,3272.755005,6314.928,N
D,M,46.0,0,N,N,11620.6,3486.18,6972.36,Y
G,F,42.0,1,N,N,9280.0,0.0,9082.0,N
G,M,54.0,4,N,N,15116.12652,2750.7332,10991.2,N
E,M,78.0,1,N,N,7815.6,398.3001,4689.36,N
E,M,50.0,1,N,N,8469.0,1270.35,3902.0,N
F,M,43.0,1,N,N,26042.5333,3906.379995,6124.5344,N
D,M,51.0,2,N,N,6056.2,321.0,3633.72,N
C,F,53.0,1,N,Y,2489.66674,2263.3334,0.0,N
G,F,41.0,1,N,N,18303.7334,2745.56001,13207.6414,N
G,F,35.0,1,N,N,7955.2,0.0,7757.2,N
C,M,75.0,1,N,N,1851.0,1706.0001,0.0,N
C,F,53.0,0,N,N,6329.0,1898.7,3797.4,Y
D,F,28.0,0,N,N,4129.0,1238.7,2477.4,Y
G,F,33.0,1,N,N,15484.5,2322.675,10238.1376,N
E,M,49.0,1,N,N,8402.2666,1260.33999,6139.3334,N
D,F,70.0,1,N,N,3972.1334,0.0,3742.2,N
C,F,83.0,1,N,Y,1795.2999,1643.0001,0.0,N
G,M,58.0,2,N,Y,14103.8,0.0,13897.2,N
C,M,77.0,1,N,N,1586.3001,1415.0001,0.0,N
E,F,53.0,1,N,N,9400.0,330.0,5640.0,N
D,F,50.0,1,N,N,17880.6666,2682.09999,5561.8666,N
C,M,52.0,1,N,Y,4017.2666,3064.8,0.0,N
G,M,29.0,1,N,N,19351.0,2902.65,7593.0,N
C,M,64.0,1,N,N,1728.2001,1508.1,0.0,N
G,M,24.0,1,N,Y,111766.8333,16765.025,65836.5587,N
F,F,35.0,1,N,N,11242.3334,1686.35001,4739.6666,N
E,F,51.0,1,N,N,10603.6666,1590.54999,7717.2254,N
G,F,31.0,1,N,N,16032.1334,0.0,15672.6,N
E,F,22.0,1,N,N,7008.5334,0.0,6110.5334,N
D,M,54.0,0,N,N,5249.4,1574.82,3149.64,Y
C,M,70.0,2,N,N,2575.5999,1771.8,0.0,N
D,F,51.0,1,N,N,8511.2,0.0,7250.619,N
F,M,30.0,1,N,N,12687.2,0.0,11397.878,N
E,M,60.0,1,N,N,14804.0,2220.6,6851.0,N
H,M,21.0,1,N,N,12418.2333,1862.734995,9835.8666,N
C,M,62.0,1,N,N,1857.3,1707.9,0.0,N
D,F,19.0,1,N,N,6820.6,0.0,6001.4666,N
C,M,35.0,0,N,N,8120.0,2436.0,4872.0,Y
G,F,38.0,1,N,N,8779.2666,0.0,8161.2666,N
E,M,30.0,1,Y,N,17121.9334,2568.29001,9552.4174,N
F,M,62.0,1,N,N,16882.6,2532.39,9862.4,N
D,F,55.0,1,N,N,5995.2,0.0,5722.9334,N
D,M,57.0,1,N,N,4972.0666,0.0,4774.0666,N
C,M,77.0,1,N,Y,1445.4,1260.0,0.0,N
D,F,62.0,1,N,N,8314.0,1247.1,4655.05,N
G,F,27.0,1,N,N,12588.3667,1888.255005,4551.0666,N
D,F,58.0,1,N,N,6018.8,1432.8999,3611.28,N
C,M,78.0,1,N,N,2695.33011,0.0,2450.3001,N
G,F,24.0,1,N,N,26828.6,4024.29,10510.1334,N
H,M,46.0,3,N,N,23097.0667,1827.6,7812.0746,N
G,F,60.0,1,N,N,9352.4666,1402.86999,6836.7334,N
C,F,53.0,0,N,N,10224.3334,3067.30002,6134.60004,Y
G,M,25.0,1,N,Y,17236.8,2585.52,8942.8346,N
D,M,79.0,3,N,N,9112.2666,2931.9999,0.0,N
C,F,43.0,0,N,N,300.0,90.0,180.0,Y
G,M,48.0,2,N,N,17714.47326,0.0,16104.0666,N
F,M,39.0,0,N,N,19080.0,5724.0,11448.0,Y
D,F,77.0,1,N,N,3638.2666,545.73999,1800.0999,N
E,M,15.0,1,N,N,7000.0,0.0,6802.0,N
C,M,77.0,1,N,N,1643.6001,1478.0001,0.0,N
D,M,66.0,1,N,N,4700.0,825.0,2820.0,N
D,F,57.0,0,N,Y,6319.4,1895.82,3791.64,Y
E,M,56.0,2,Y,N,10883.6,330.0,6760.2,N
D,M,73.0,1,N,N,8935.3334,1340.30001,3980.6,N
H,M,47.0,3,N,N,8289.8,330.0,7255.4462,N
D,M,47.0,1,N,N,3200.0,0.0,3002.0,N
F,F,35.0,1,N,N,10533.5333,1580.029995,7736.2834,N
D,F,66.0,1,N,N,9575.3334,1436.30001,5454.1166,N
D,M,64.0,0,N,N,5596.0,1678.8,3357.6,Y
F,F,27.0,1,N,N,12391.13326,0.0,11264.6666,N
F,F,52.0,1,N,N,11536.2666,1730.43999,7325.6,N
E,M,63.0,1,N,N,10637.5334,531.9999,6382.52004,N
G,F,21.0,2,N,N,10364.8333,1554.724995,7786.1866,N
D,F,57.0,1,N,N,6967.2,328.8,4180.32,N
D,M,62.0,1,N,N,7000.5334,600.3999,4200.32004,N
D,F,15.0,1,N,N,3827.9334,0.0,3629.9334,N
E,M,22.0,2,N,N,6880.324,0.0,6254.84,N
D,M,51.0,1,N,N,6180.0,0.0,5982.0,N
D,M,14.0,1,N,N,5238.2,0.0,5040.2,N
D,F,56.0,0,N,N,4290.0,1287.0,2574.0,Y
G,M,56.0,1,N,N,12434.5334,0.0,12224.1,N
D,M,59.0,0,N,N,7400.0,2220.0,4440.0,Y
D,M,50.0,1,N,N,6190.2666,0.0,5981.6,N
D,F,54.0,1,N,N,6180.0,0.0,5982.0,N
F,M,36.0,2,N,Y,11035.1,276.0,297.3,N
D,F,22.0,1,N,N,15330.0,2299.5,6982.8,N
D,M,20.0,1,N,N,6535.1334,0.0,6337.1334,N
C,M,65.0,1,N,N,1843.8,1698.0,0.0,N
E,M,56.0,3,N,N,11294.10051,1262.0001,9005.364,N
C,M,53.0,1,N,N,2200.0,0.0,2002.0,N
D,M,75.0,1,N,Y,14714.6,2207.19,2376.9,N
C,F,43.0,1,N,N,2510.1999,2430.9999,0.0,N
C,M,43.0,1,N,N,4997.6,749.64,1803.0,N
C,M,87.0,1,N,N,2944.5999,2909.0001,0.0,N
D,M,52.0,1,Y,N,4358.2,1307.46,2614.92,Y
D,F,12.0,1,N,N,6494.0,974.1,2701.0,N
D,F,41.0,1,N,N,6893.9334,0.0,6695.9334,N
F,M,53.0,1,N,N,8496.9334,2225.9616,5098.16004,N
C,F,71.0,1,N,N,2793.26674,2539.3334,0.0,N
E,F,53.0,1,N,N,8621.7334,1293.26001,6199.8666,N
G,F,39.0,2,N,Y,16527.1,1796.7,11971.3334,N
D,M,65.0,0,N,N,4160.0,1248.0,2496.0,Y
C,M,29.0,1,N,Y,300.0,90.0,180.0,Y
C,M,79.0,1,N,N,2670.69,2427.9,0.0,N
C,M,23.0,1,N,N,300.0,90.0,180.0,Y
D,M,35.0,1,N,N,1350.0,202.5,1053.0,N
D,F,27.0,1,N,N,5026.6666,0.0,4828.6666,N
D,F,20.0,1,N,Y,18772.6666,2815.89999,5561.2,N
G,M,59.0,2,N,N,19412.0333,823.5,11112.5334,N
G,F,35.0,1,N,N,14564.4,2184.66,7738.4,N
G,M,57.0,1,N,Y,11868.3,0.0,10929.4666,N
E,M,50.0,0,N,N,7723.6,2317.08,4634.16,Y
E,F,73.0,1,N,N,4941.2666,0.0,4678.6,N
G,M,30.0,2,N,N,28862.5667,4329.385005,9992.0034,N
D,M,43.0,1,N,N,10566.6666,329.1,6339.99996,N
C,M,36.0,1,N,N,300.0,90.0,180.0,Y
D,F,67.0,1,N,N,4613.3334,0.0,4393.1666,N
C,F,20.0,0,N,Y,300.0,90.0,180.0,Y
D,M,49.0,0,N,Y,6289.0,1886.7,3773.4,Y
E,F,61.0,1,N,N,12020.0,1803.0,6683.0,N
H,M,40.0,2,N,N,27595.0333,4139.254995,1362.9999,N
G,M,46.0,5,N,N,16441.5333,5695.9334,10482.0,N
D,F,71.0,1,N,N,4469.5334,670.43001,2137.6666,N
G,M,29.0,1,N,N,16613.8,0.0,14673.3666,N
G,F,43.0,1,N,N,14553.0,0.0,14545.989,N
G,M,42.0,1,N,N,17113.4333,2567.014995,4125.12,N
D,F,55.0,0,N,N,6732.6,2019.78,4039.56,Y
D,M,52.0,1,N,N,6966.6666,1044.99999,4601.8666,N
C,M,90.0,1,N,N,1560.9999,1386.9999,0.0,N
D,M,21.0,1,N,N,6581.8,0.0,6249.685,N
G,M,75.0,4,N,N,20539.7333,3541.807,5499.5212,N
G,M,30.0,2,N,N,13930.1667,2089.525005,5905.9334,N
G,F,46.0,1,N,N,10590.3333,1588.549995,7639.2666,N
F,M,63.0,1,N,Y,40088.6333,6013.294995,11537.1526,N
F,F,51.0,1,N,N,10033.4,1505.01,5519.0,N
E,M,72.0,1,N,N,6701.2666,1005.18999,2814.9,N
C,M,78.0,1,N,N,1810.8999,1662.0,0.0,N
E,M,69.0,1,N,N,16466.0,939.6,9879.6,N
E,M,63.0,2,N,N,8533.3334,444.0,3566.2,N
D,M,47.0,2,N,N,11236.7334,1685.51001,6219.4,N
G,M,18.0,1,N,N,11945.6,1791.84,7810.6172,N
E,F,35.0,1,N,N,10938.4,3281.52,6563.04,Y
E,M,65.0,1,N,Y,23994.2333,3599.134995,4390.7334,N
E,M,65.0,1,N,N,13780.0,2675.1,8268.0,N
E,F,29.0,1,N,N,19419.2666,2912.88999,9442.2666,N
D,M,41.0,1,N,N,14294.5334,2144.18001,9289.6666,N
D,M,63.0,1,N,N,8366.2,1509.8001,5019.72,N
C,M,80.0,0,N,N,5574.1334,1672.24002,3344.48004,Y
C,M,61.0,1,N,N,1041.8001,816.0,0.0,N
G,M,26.0,1,N,N,11140.6,0.0,10110.4,N
D,F,41.0,0,N,N,4160.0,1248.0,2496.0,Y
G,M,28.0,1,N,Y,13327.2,1999.08,10157.72,N
D,F,52.0,2,N,N,7387.9334,3547.5334,0.0,N
E,M,52.0,1,N,N,9743.6666,0.0,9531.2666,N
D,M,62.0,2,N,N,9311.3334,1305.0,2317.0666,N
C,F,72.0,1,N,N,1865.4999,1722.0,0.0,N
E,F,40.0,1,N,Y,21976.8333,3296.524995,9687.728,N
C,M,57.0,1,N,N,2285.4,2105.3001,0.0,N
C,F,47.0,1,N,N,1855.5,1710.9999,0.0,N
C,M,82.0,1,N,N,2162.7,2049.0,0.0,N
G,M,38.0,1,N,N,16300.8,2445.12,7254.0,N
E,F,56.0,1,N,N,9006.6666,1350.99999,6804.2334,N
C,F,46.0,1,Y,N,300.0,90.0,180.0,Y
C,M,55.0,3,N,N,2860.8,429.12,2102.0,N
G,M,24.0,1,N,N,16169.4,2425.41,10342.4,N
G,M,51.0,2,N,Y,13937.5333,1736.0001,11984.9334,N
G,M,26.0,1,N,Y,15430.6667,2314.600005,9076.3334,N
E,F,47.0,1,N,N,7701.3334,0.0,7503.3334,N
F,M,61.0,4,N,N,14217.8666,4463.0666,0.0,N
G,M,23.0,1,N,N,13800.82,0.0,12546.2,N
E,F,67.0,1,N,N,8048.8,1207.32,4748.9666,N
D,F,49.0,0,N,N,5976.5334,1792.96002,3585.92004,Y
E,M,51.0,2,N,N,18127.5334,2719.13001,8060.7,N
C,F,79.0,1,N,N,4782.8,4348.0,0.0,N
G,M,35.0,5,N,N,15238.1667,5562.5332,3446.8666,N
H,M,49.0,3,N,Y,13898.4,333.8001,1867.4001,N
C,M,70.0,2,N,N,4195.8,1686.9999,1102.7001,N
D,F,12.0,1,N,N,12508.0,1876.2,6501.2,N
G,M,62.0,2,N,N,15217.0,653.1,10710.6666,N
D,F,46.0,1,N,N,5167.8666,0.0,4969.8666,N
D,F,71.0,1,N,N,4760.6,0.0,4562.6,N
G,F,42.0,2,N,Y,16396.0333,0.0,16059.3,N
D,M,50.0,2,N,N,8967.8,2108.9001,5380.68,N
D,M,10.0,1,N,N,4472.9334,670.94001,2278.1666,N
C,M,74.0,1,N,N,2226.3,1980.0999,0.0,N
D,F,9.0,1,N,N,3550.0,0.0,2936.1188,N
E,M,48.0,4,N,N,12387.2666,5698.6666,0.0,N
G,M,52.0,2,N,N,18083.4,279.0,6787.4,N
G,F,53.0,1,N,N,14777.6,2216.64,8197.7334,N
G,F,24.0,1,N,N,13444.1,0.0,11552.6,N
D,M,34.0,0,N,N,14010.8666,4203.25998,8406.51996,Y
G,M,45.0,5,N,N,20070.93,2790.6,15455.7,N
G,F,52.0,3,N,N,14726.0,2101.0002,4975.0666,N
F,F,50.0,2,N,N,15330.8,330.0,6083.0666,N
G,M,48.0,1,N,Y,10677.6,0.0,9510.3334,N
D,M,17.0,1,N,N,4900.6666,0.0,4648.0666,N
C,M,67.0,0,N,N,2574.4,772.32,1544.64,Y
D,M,50.0,1,N,N,5954.5334,347.0001,3572.72004,N
H,M,58.0,3,N,N,22049.64641,384.9999,19660.1332,N
F,M,58.0,1,N,N,19703.0,2955.45,8910.0666,N
C,M,87.0,1,N,N,1851.0,1706.0001,0.0,N
C,M,30.0,1,N,N,300.0,90.0,180.0,Y
F,M,54.0,3,N,N,21007.27266,1848.0,17249.5206,N
E,M,71.0,2,N,N,7834.71315,1295.1999,5827.2666,N
D,M,58.0,1,N,N,13679.6666,0.0,12332.0088,N
F,M,39.0,2,N,N,15036.4,1008.0,8371.7204,N
D,M,41.0,1,N,N,5800.0,0.0,5602.0,N
C,F,76.0,1,N,N,3718.1334,0.0,3520.1334,N
D,M,52.0,1,N,N,7946.0666,0.0,7388.0666,N
C,F,29.0,2,N,N,3844.8666,0.0,3581.6666,N
E,F,49.0,1,N,N,12796.0,1919.4,6182.6,N
C,M,69.0,1,N,N,1843.8,1698.0,0.0,N
C,F,56.0,1,N,Y,2541.8,0.0,2343.8,N
G,F,40.0,2,N,Y,10457.7667,0.0,9078.7134,N
C,M,75.0,1,N,N,3214.5334,0.0,3001.5334,N
E,F,24.0,1,N,N,8180.0,0.0,7982.0,N
G,F,33.0,1,N,N,10363.6,0.0,9534.364,N
C,M,40.0,0,N,N,2200.0,0.0,2002.0,N
C,M,60.0,1,N,N,3194.3334,0.0,2798.3334,N
E,F,57.0,3,N,N,16541.3334,2356.2666,7832.6334,N
G,M,54.0,3,N,N,15647.0666,2178.3,5579.0666,N
D,M,46.0,1,N,N,7887.9334,0.0,7167.0666,N
G,F,35.0,1,N,N,18987.2,2848.08,10489.2,N
D,M,59.0,3,N,N,5062.93348,4602.6668,0.0,N
D,M,9.0,1,N,N,300.0,90.0,180.0,Y
G,F,46.0,1,N,N,14725.3334,2208.80001,6002.0,N
C,F,49.0,1,N,Y,2644.5999,2574.8001,0.0,N
G,M,51.0,3,Y,N,36261.3,325.4001,17254.243,N
G,M,60.0,1,N,N,10239.1,1535.865,5187.8,N
E,M,27.0,1,Y,Y,1371.0,205.65,1053.0,N
G,F,47.0,2,N,N,19656.9334,815.1,9893.5244,N
F,M,50.0,1,N,N,11974.0,1796.1,7980.8,N
E,M,48.0,5,N,N,11060.9334,2649.3334,459.6,N
D,F,24.0,1,N,Y,18863.9334,2829.59001,5682.4666,N
E,M,63.0,1,N,N,6939.3334,0.0,6733.3334,N
E,M,47.0,2,N,N,7730.8666,2344.0,0.0,N
H,M,26.0,2,N,N,10116.6,0.0,9510.2514,N
E,M,26.0,0,N,N,7129.0,2138.7,4277.4,Y
E,F,16.0,0,N,N,6880.0,0.0,6681.6572,N
E,M,32.0,1,N,N,7882.4666,1894.2999,4729.47996,N
D,F,22.0,2,N,Y,12823.5667,0.0,10300.0878,N
F,M,44.0,1,N,N,13626.0,2043.9,6682.8,N
C,M,13.0,1,N,N,3491.5334,0.0,3293.5334,N
E,M,60.0,1,N,N,7207.8666,0.0,7001.8666,N
G,M,55.0,1,N,N,18188.2666,2728.23999,12589.9334,N
C,M,51.0,1,N,N,1428.9999,1211.1999,0.0,N
D,F,38.0,0,N,N,5218.2,1565.46,3130.92,Y
D,F,62.0,1,N,N,6833.4,1025.01,4500.8,N
D,M,63.0,1,N,N,3385.4,0.0,3187.4,N
C,M,54.0,0,Y,N,300.0,90.0,180.0,Y
G,M,28.0,1,N,N,42517.9333,6377.689995,11270.8,N
G,M,57.0,1,N,N,11715.3334,1757.30001,4732.2,N
D,F,11.0,1,N,N,8026.2,1203.93,2519.6,N
C,M,27.0,0,N,N,10995.1334,3298.54002,6597.08004,Y
D,F,81.0,1,N,N,6096.0,914.4,2800.6,N
